Year,URL,Image_URL,Alt_Text,Description
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/drive-thru-flu-shots-at-west-lafayette-center-for-healthy-living-begin-tomorrow,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/pt-chiang-flu-shotLO.jpg,,"Describe the Image: The image depicts a man receiving an injection from a doctor. The man is seated in a chair, while the doctor is standing behind him, administering the injection. The man appears to be relaxed and calm, while the doctor is focused on the task"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-professor-directs-lab-for-global-legume-systems-research-program,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/bean-greenhouseLO.jpg,bean greenhouse,Describe the Image:.\nThis is a picture of a greenhouse with a lot of plants inside. The plants are growing in pots and are arranged in rows. The greenhouse is well-lit and has a roof that allows sunlight to enter. The plants are healthy and
2023,https://www.purdue.edu/newsroom/2023/Q3/purdues-semiconductor-innovation-ecosystem-grows-with-chips-funded-indiana-led-semiconductor-hub-and-upcoming-summit,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/semihub-researchersLO.jpg,Two people collaborating in a lab setting,"Describe the Image:.\nTwo women are sitting at a desk, wearing lab coats and gloves, and looking at a computer screen. They are both wearing glasses and appear to be focused on the screen. One woman is pointing at the screen, while the other is"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-global-to-host-fema-official-for-equity-in-emergency-management-webinar,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pglobal-graph23OG.jpg,Purdue Global,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme, with the word ""Purdue"" written in bold letters above it. The globe is positioned to the left of the"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-university-named-no-6-best-value-among-public-universities-in-the-u-s-no-15-overall-by-smartasset,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/campus-fallLO-1.jpg,A fountain during the fall season on the Purdue University campus.,"Describe the Image:.\nThis is a picture of a fountain in a park. The fountain is surrounded by trees and bushes, and it is located in a park. The fountain is surrounded by a walkway, and there are benches nearby. The fountain is a"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-university-undergraduate-national-ranking-jumps-8-spots-with-13-undergraduate-programs-in-top-10-in-the-us,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/usnwr-ugranking24LO.jpg,Purdue ranking graphic,"Describe the Image: The image depicts a tall brick and white clock tower with a black roof. The tower has a large clock on the front and a bell on top. The text in the image reads ""Purdue achieves HIGHEST-EVER RANK IN"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/policy-updates-for-september,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/Boilermaker-Special_RJM3309.jpg,The Boilermaker Special parked by the Engineering Fountain.,"Describe the Image:.\nA black train with yellow wheels and a yellow and black logo on the side is driving through a park. The train is surrounded by yellow flowers and a large statue in the background. The train is moving through a park, with a large"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-global-to-showcase-this-is-my-comeback-campaign-during-adweeks-brandweek-in-miami,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pg-brandweekOG.jpg,Purdue Global in partnership with Adweek/Brandweek.,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme, with the words ""Purdue Global"" written in bold letters above it. The globe is centered in the middle of"
2023,https://www.purdue.edu/newsroom/2023/Q3/study-improves-accuracy-of-planted-forest-locations-in-east-asia,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/liang-forestdesertLO.jpg,Northeastern China,"Describe the Image:.\nThis is a picture of a landscape. The landscape is a mix of green and brown. There are trees and grass. The sky is blue and cloudy. The sun is shining. The landscape is very beautiful., drone, nature, travel"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-recognized-as-national-innovation-leader-4th-among-us-universities-in-us-patents-received,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/uspatent2309LO.jpg,A graphic representing Purdue as a national innovation leader,"Describe the Image: The image is a graphic that says ""#4 in the U.S. for patents. Top 10 for 3 years running. U.S. Patent and Trademark Office, 2022"". <OCR/> #4 IN U.S. FOR"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/upcoming-healthy-boiler-workshop-to-focus-on-magical-power-of-sleep,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pt-hb-logo-pillars-gold-800x450-1.png,pt-hb-logo-pillars-gold-800x450,"Describe the Image: The image depicts a graphic with the words ""Healthy Boiler"" and five icons representing different aspects of health. The first icon is a lotus flower, which represents behavioral health. The second icon is a calculator, which represents financial wellness. The third"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/women-in-engineering-program-invites-high-school-juniors-and-seniors-to-campus,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/Fall-Purdue-2023_Z8C9151.jpg,The unfinished Block P statue on the Purdue University campus.,"Describe the Image:.\nThis is a picture of a statue of a large letter ""P"" on a rock. The statue is made of black stone and is located in a park. The statue is surrounded by trees and grass, and there are people walking in"
2023,https://www.purdue.edu/newsroom/2023/Q3/new-bio-based-glues-from-purdue-form-adhesive-bonds-that-grow-stronger-in-water,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/schmidt-adhesivesLO.jpg,,"Describe the Image:.\nA person is wearing a white lab coat and purple gloves. They are holding a small, white object in their hand. The person is wearing a white lab coat and purple gloves. They are holding a small, white object in their hand"
2023,https://www.purdue.edu/newsroom/2023/Q3/first-in-class-targeted-microrna-therapy-slows-cancer-tumor-growth,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/kasinski-cancerLO.jpg,,"Describe the Image: The image depicts a microscopic view of a virus. The virus is surrounded by a red membrane, and it has a blue core with a green tail. The virus is surrounded by other viruses, and it is surrounded by a red membrane. The virus"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/save-the-date-healthy-boiler-fair-set-for-oct-4,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/Fall-Purdue-2023_Z8C9151.jpg,The unfinished Block P statue on the Purdue University campus.,"Describe the Image:.\nThis is a picture of a statue of a large letter ""P"" on a rock. The statue is made of black stone and is located in a park. The statue is surrounded by trees and grass, and there are people walking in"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/inaugural-entrepreneurial-alumni-reunion-to-highlight-purdue-impact-foster-future-boilermaker-innovation,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/pt-alumni-reunion-800x533-1.png,inaugural Entrepreneurial Alumni Reunion,Describe the Image:.\nA picture of a building with a tree in front of it. The building is a brick building with a tree in front of it. The tree has yellow leaves on it. The building is a brick building with a tree in front of
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-global-dont-fear-generative-ai-tools-in-the-classroom,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pgharbor-aiLO.jpg,Austin Lawton and Jon Harbor chat at a table with two laptops open and a large screen on the wall behind them.,Describe the Image:.\nThere are two men sitting at a table with laptops. One man is wearing a black shirt and the other is wearing a gray shirt. They are both looking at the laptop screen. The table is round and has a laptop on it.
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/work-progresses-on-several-capital-projects-as-new-academic-year-begins-on-west-lafayette-campus,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pt-fall-construction-800x533-1-scaled.jpg,,"Describe the Image: The image depicts a road sign that reads ""ROAD CLOSED"" in black letters on a white background. The sign is placed on a metal pole and has a yellow light on top. The sign is surrounded by orange and white barriers, indicating that the"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/strength-value-of-purdue-colombia-partnership-felt-in-the-career-changed-lives-of-over-500-participants-as-program-marks-10-years,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pt-Colombia-gomez-lab.jpg,pt-Colombia-group,"Describe the Image:.\nTwo women are wearing lab coats and masks, working in a laboratory. They are wearing gloves and safety glasses, and are focused on their work. The woman on the left is holding a test tube, while the woman on the right is"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/national-grief-awareness-day-recognized-annually-on-aug-30,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/Boilermaker-Special_RJM3309.jpg,The Boilermaker Special parked by the Engineering Fountain.,"Describe the Image:.\nA black train with yellow wheels and a yellow and black logo on the side is driving through a park. The train is surrounded by yellow flowers and a large statue in the background. The train is moving through a park, with a large"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-experiments-clarify-critical-molecular-stages-of-mammalian-development,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/gowher-mammalsLO.jpg,Isaiah Mensah and Humaira Gowher,"Describe the Image:.\nA man and a woman are standing in a laboratory, wearing lab coats and gloves. They are working together, with the man holding a pipette and the woman holding a test tube. The man is wearing a white lab coat with a"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/purdue-research-ice-caps-on-mars-may-reveal-planets-climate-history,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pt-perspective-view-korolev-crater800x533.jpeg,perspective-view-of-korolev-crater,Describe the Image:.\nThis is a picture of a volcano. The volcano is located on a planet called Mars. The volcano is called Olympus Mons. It is the largest volcano in the solar system. It is 27 km high and 600 km wide.
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/orientation-programs-welcome-more-than-8000-students-to-campus,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pt-boiler-gold-rush-800x533-1.jpg,Students crossing the tracks at BGR,Describe the Image:.\nThere are 11 people in the image. They are all wearing athletic clothing and are running. They are all wearing athletic shoes. They are all wearing athletic shorts. They are all wearing athletic shirts. They are all wearing athletic socks.
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-names-new-science-dean-senior-vice-presidents-and-leadership-updates-for-fall-2023,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/campus-aerialLO.jpg,Engineering fountain.,"Describe the Image:.\nThis is a picture of a large, open area with a fountain in the center. The fountain is surrounded by a circular walkway and is located in a park-like setting. The fountain is surrounded by trees and grass, and there are"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-global-to-offer-new-military-physician-assistant-preparation-concentration,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pglobal-graph23OG.jpg,Purdue Global,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme, with the word ""Purdue"" written in bold letters above it. The globe is positioned to the left of the"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/greg-pence-joins-purdue-leadership-faculty-to-discuss-innovation-in-energy-research,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/pt-pence-tour-800x533-1.jpg,pt-pence-tour-800x533,"Describe the Image: The image depicts a group of people gathered around a large machine. The machine is a large, cylindrical tank with a glass window on the side. The people are standing around the tank, looking at it with interest. Some of them are wearing lab"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-global-trustees-approve-renaming-law-school,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pglobal-graph23OG.jpg,Purdue Global,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme, with the word ""Purdue"" written in bold letters above it. The globe is positioned to the left of the"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/office-of-engagement-earns-national-top-10-recognition-at-social-innovation-summit,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pt-engagement-award-800x533-1.jpg,,"Describe the Image in One Sentence: A large room with a stage and many people. The room is filled with people, and there are several chairs in the room. The room is filled with people, and there are several chairs in the room. The room is filled"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-animal-sciences-faculty-members-receive-usda-grants-for-animal-welfare-research,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/riazoluwabenga-chickensLO.jpg,,Describe the Image:.\nThere are two people in the image. The person on the left is wearing a blue shirt and is holding a chicken. The person on the right is wearing a blue shirt and is holding a clipboard. They are both in a room with
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-global-to-offer-educational-opportunities-with-tuition-incentives-to-iowas-montgomery-county-memorial-hospital-clinics,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pg-montgomeryLO.jpg,Purdue Global partnership with Montgomery County Memorial.,"Describe the Image: I can provide a brief summary of the image, but not names. I can give you an idea of what's happening in the image, but not who's in it. I can describe the scene, but not provide names. I can give"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-thermal-imaging-innovation-allows-ai-to-see-through-pitch-darkness-like-broad-daylight,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/jacob-hadarLO.jpg,heat-assisted detection and ranging,"Describe the Image: The image depicts a tree with a blue light emanating from it. The tree is located in a grassy field, and the light is shining upwards. The tree is the only object in the image, and it is the main focus of the"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/purdue-ties-its-fulbright-scholar-awards-record-eight-faculty-honored,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pt-faculty-fulbright.jpg,,"Describe the Image: The image is a graphic that says ""Congratulations Faculty Fulbright Award Recipients"". The text is in a bold, gold font and is centered in the middle of the image. The background is black with gray stripes., faculty member, scholarship, university"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-global-school-of-nursing-honors-four-students-with-daisy-awards,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pglobal-graph23OG.jpg,Purdue Global,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme, with the word ""Purdue"" written in bold letters above it. The globe is positioned to the left of the"
2023,https://www.purdue.edu/newsroom/2023/Q3/indiana-mesonet-holds-meeting-to-educate-and-form-advisory-board,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/pearson-mesonetLO.jpg,,"Describe the Image:.\nA man is standing in a field, working on a laptop computer. He is wearing a blue jacket and is standing in front of a large metal structure. The laptop is open and he is typing on it. The man is surrounded by"
2023,https://www.purdue.edu/newsroom/2023/Q3/affordability-purdue-presence-help-keep-lafayette-atop-wsjrealtor-com-housing-index-for-3rd-consecutive-quarter,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/wsj-realtorLO.jpg,,Describe the Image:.\nThis is a picture of a city street with a large building in the background. The building is a church with a tall steeple. The street is lined with trees and cars are parked along the side of the road. The sky
2023,https://www.purdue.edu/newsroom/2023/Q3/bringing-the-latest-in-medical-technologies-to-the-youngest-patients,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/soranno-crossroadsLO.jpg,,"Describe the Image:.\nA woman wearing a white lab coat and purple gloves is standing in a laboratory, holding a beaker and a pipette. She is wearing safety goggles and appears to be working on a project. The laboratory is well-equipped with various equipment"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-green-industry-experts-to-offer-real-world-expertise-to-professionals-host-workshops-in-english-and-spanish,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/purcell-landscapediagnosticOG.jpg,Lindsey Purcell speaking outside during tour.,"Describe the Image:.\nThis is a picture of a group of people standing in a circle around a tree. They are all wearing casual clothing and appear to be engaged in some kind of outdoor activity. Some of them are holding cameras or phones, suggesting that they"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-globals-new-aviation-management-degree-program-can-take-students-to-new-heights1,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pg-degreeLO.jpg,Purdue Global new degree.,"Describe the Image: The image is a logo for Purdue Global, a university. The logo is a globe with a black and white color scheme. The globe is made up of two different colors, with the top half being white and the bottom half being black. The"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-center-for-regional-development-to-support-nsf-engines-initiative-evaluate-regional-impact,https://www.purdue.edu/newsroom/wp-content/uploads/2023/07/campus-aerialLO.jpg,Engineering Fountain at Purdue Unviersity,"Describe the Image:.\nThis is a picture of a large, open area with a fountain in the center. The fountain is surrounded by a circular walkway and is located in a park-like setting. The fountain is surrounded by trees and grass, and there are"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/digging-deeper-into-the-grounds-departments-planting-process,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/pt-grounds-feature-800x533-1.jpg,,"Describe the Image:.\nA greenhouse with a glass roof and walls, filled with various plants and flowers. The greenhouse has a glass roof and walls, allowing natural light to enter. There are several rows of plants and flowers on tables and shelves, including potted"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/purdue-welcomes-fifth-cohort-of-mandela-washington-fellows-to-campus-for-six-week-leadership-institute,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pt-mwf-2023-800x533-2.jpg,,"Describe the Image: The image depicts a group of people posing for a picture on a staircase. They are dressed in a variety of outfits, including traditional African clothing and modern attire. The group is standing on a staircase, with some people standing on the stairs and others"
2023,https://www.purdue.edu/newsroom/2023/Q3/soybean-industry-to-benefit-from-growing-demand-of-cell-cultured-meat,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/soybean-plantLO.jpg,Soybean plant,"Describe the Image:.\nThis is a close-up photograph of a plant with green leaves. The leaves are covered in dew or water droplets, and they are in focus. The leaves are green and have a shiny appearance due to the water droplets. The"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-researchers-receive-118000-to-develop-freeze-drying-meat-validation-and-thermal-imaging-innovations,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/trask-alexeenkoLO.jpg,Ahmad Darwish at the LyoHUB Technology Demonstration Facility,"Describe the Image:.\nA man is standing in front of a machine, wearing a white lab coat and holding a keyboard. He is surrounded by various wires and cables, and there are several monitors and computers in the background. The man appears to be working on"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-university-ascends-to-the-top-10-of-the-global-university-visibility-rankings,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/most-recognizedLO-1.jpg,The Purdue University campus and a ranking graphic,"Describe the Image:.\nThis is a photo of a university campus. The photo is taken from the sidewalk, looking through an archway that says ""Purdue University"" on it. There are several buildings in the background, and a large lawn with trees"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-researchers-fabricate-sensors-with-potential-health-monitoring-applications-onto-ready-made-wearables,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/lee-wearablesensorLO.jpg,Examining a robotic hand,"Describe the Image: The image depicts a person named I can provide some context, but I won't be able to identify the individuals. I can give you an idea of what's happening in the image, but not who's in it. I can describe the image"
2023,https://www.purdue.edu/newsroom/2023/Q3/1-3b-investments-in-purdue-university-facilities-for-students-and-faculty,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/campus-constructLO.jpg,Major Capital Project Map 2023,"Describe the Image: The image depicts a map of Purdue University's campus with various buildings and facilities marked. The map is divided into numbered sections, each representing a different building or facility. The buildings are labeled with their names and numbers, and some have additional information such"
2023,https://www.purdue.edu/newsroom/purduetoday/2023/Q3/1-3b-investments-in-purdue-university-facilities-for-students-and-faculty,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/campus-constructLO.jpg,,"Describe the Image: The image depicts a map of Purdue University's campus with various buildings and facilities marked. The map is divided into numbered sections, each representing a different building or facility. The buildings are labeled with their names and numbers, and some have additional information such"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-globals-new-aviation-management-degree-program-can-take-students-to-new-heights,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pglobal-graph23OG.jpg,Purdue Global,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme, with the word ""Purdue"" written in bold letters above it. The globe is positioned to the left of the"
2023,https://www.purdue.edu/newsroom/2023/Q3/purdue-global-faculty-earn-national-credential-in-teaching-excellence,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/pglobal-graph23OG.jpg,Purdue Global,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme, with the word ""Purdue"" written in bold letters above it. The globe is positioned to the left of the"
2023,https://www.purdue.edu/newsroom/2023/Q2/icon-co-directors-mou-sundaram-to-lead-saab-onr-project-aimed-at-enhancing-battlespace-threat-awareness,https://www.purdue.edu/newsroom/wp-content/uploads/2024/05/Boilermaker-Special_RJM3309.jpg,The Boilermaker Special parked by the Engineering Fountain.,"Describe the Image:.\nA black train with yellow wheels and a yellow and black logo on the side is driving through a park. The train is surrounded by yellow flowers and a large statue in the background. The train is moving through a park, with a large"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-global-names-vice-president-of-strategic-enrollment-management,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/pglobal-graph23LO.jpg,Purdue Global logo,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme. The globe is positioned on the left side of the image, with the word ""Purdue"" written in bold white"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-scores-top-10-among-u-s-public-universities-in-qs-world-rankings,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/qstop10public-LO.jpg,qs top10public,"Describe the Image: The image is a graphic that says ""TOP 10 PUBLIC UNIVERSITY IN THE U.S."" in white and gold text. The text is on a black background., university, college, university and college admission, student, united states of america, public"
2023,https://www.purdue.edu/newsroom/2023/Q2/green-industry-trade-show-and-research-tours-at-purdue-turf-and-landscape-field-day,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/turfdayOG.jpg,,"Describe the Image:.\nA group of people are standing in a grassy field, with some of them wearing name tags. They are gathered around a man who is speaking to them. The man is standing in front of a white square drawn on the grass,"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-globals-organizational-management-program-equips-employees-for-new-leadership-managerial-roles,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/pg-degreeLO-1.jpg,Purdue global new degree,"Describe the Image: The image is a logo for Purdue Global, a university. The logo is a globe with a black and white color scheme. The globe is made up of two different colors, with the top half being white and the bottom half being black. The"
2023,https://www.purdue.edu/newsroom/2023/Q2/trustees-sign-off-on-2024-budget-11th-and-12th-years-of-frozen-tuition-for-purdue-west-lafayette,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/state-grant-gatewayLO.jpg,,"Describe the Image:.\nThis is a picture of a university campus. The campus is located in a city and is surrounded by trees. The campus has several buildings, including a large building with a clock tower. The campus also has a large lawn and a parking"
2023,https://www.purdue.edu/newsroom/2023/Q2/provost-provides-update-on-leadership-roles,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/campus-aerialLO-1-1.jpg,(Purdue University Marketing and Media / Smith Donovan),"Describe the Image:.\nThis is a picture of a large, open area with a fountain in the center. The fountain is surrounded by a circular walkway and is located in a park-like setting. The fountain is surrounded by trees and grass, and there are"
2023,https://www.purdue.edu/newsroom/2023/Q2/ai-driven-mobile-health-algorithm-uses-phone-camera-to-detect-blood-vessel-oxygen-levels,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/smartphone-algorithm-LO.jpg,A smartphone camera paired with an AI-driven algorithm can capture blood oxygen data faster and more efficiently than highly specialized equipment. (Photo provided),"Describe the Image: A woman is holding a phone with an eye on it. She is looking at the phone and smiling. The phone is in her hand, and she is holding it up to her face. The phone is white and has a screen with an eye"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-global-school-to-receive-new-name,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/pglobal-graph23LO.jpg,Purdue Global logo,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme. The globe is positioned on the left side of the image, with the word ""Purdue"" written in bold white"
2023,https://www.purdue.edu/newsroom/2023/Q2/treatment-creates-steel-alloys-with-superior-strength-and-plasticity,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/zhang-steelLO.jpg,,Describe the Image: There are many metal pipes in the image. They are arranged in a row and are of different sizes. The pipes are made of metal and are arranged in a row. The pipes are of different sizes and are arranged in a row. The pipes
2023,https://www.purdue.edu/newsroom/2023/Q2/software-supply-chain-security-risks-are-here-are-we-equipped-to-act-accordingly-purdue-tandem-tackles-thorny-cybersecurity-issue,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/circuit-technologyOG.jpg,,"Describe the Image:.\nThis image depicts a close-up view of a computer chip. The chip is square and has a grid of tiny metal pins on its surface. The pins are arranged in a specific pattern, with some pins being longer than others. The chip"
2023,https://www.purdue.edu/newsroom/2023/Q2/independence-science-and-viewplus-technologies-partner-to-create-science-access-tools-for-students-who-experience-blindness-or-low-vision,https://www.purdue.edu/newsroom/wp-content/uploads/2024/06/independencesci-viewplusLO.jpg,,Describe the Image: The image depicts a laptop computer with a graph on its screen. The laptop is open and the screen is displaying a graph with a red line that shows a steady increase in flow rate over time. The laptop is connected to a power source and is
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-global-to-celebrate-juneteenth-with-online-programs-keynote-address,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/pglobal-graph23LO.jpg,Purdue Global logo,"Describe the Image: The image is a logo for Purdue Global, a university. The logo features a globe with a black and white color scheme. The globe is positioned on the left side of the image, with the word ""Purdue"" written in bold white"
2023,https://www.purdue.edu/newsroom/2023/Q2/purdue-university-earns-stars-silver-rating-for-campuswide-sustainability,https://www.purdue.edu/newsroom/wp-content/uploads/2024/07/silver-ratingLO.jpg,,"Describe the Image:.\nA man is standing in front of a table with a sign that says ""Sustainability"" on it. He is holding a phone and talking to another man who is standing next to him. There are several people standing around the table,"
